2020-01-27 14:54:58.611 [restartedMain] INFO  o.s.boot.devtools.restart.ChangeableUrls - The Class-Path manifest attribute in C:\Users\asus\.m2\repository\org\glassfish\jaxb\jaxb-runtime\2.3.2\jaxb-runtime-2.3.2.jar referenced one or more files that do not exist: file:/C:/Users/asus/.m2/repository/org/glassfish/jaxb/jaxb-runtime/2.3.2/jakarta.xml.bind-api-2.3.2.jar,file:/C:/Users/asus/.m2/repository/org/glassfish/jaxb/jaxb-runtime/2.3.2/txw2-2.3.2.jar,file:/C:/Users/asus/.m2/repository/org/glassfish/jaxb/jaxb-runtime/2.3.2/istack-commons-runtime-3.0.8.jar,file:/C:/Users/asus/.m2/repository/org/glassfish/jaxb/jaxb-runtime/2.3.2/stax-ex-1.8.1.jar,file:/C:/Users/asus/.m2/repository/org/glassfish/jaxb/jaxb-runtime/2.3.2/FastInfoset-1.2.16.jar,file:/C:/Users/asus/.m2/repository/org/glassfish/jaxb/jaxb-runtime/2.3.2/jakarta.activation-api-1.2.1.jar
2020-01-27 16:44:05.829 [http-nio-8002-exec-10] INFO  com.lpc.aspect.LogAspectService - ########请求地址:http://linpengcheng:8002/commodity/selectItemsByIds
2020-01-27 16:44:05.829 [http-nio-8002-exec-10] INFO  com.lpc.aspect.LogAspectService - ########请求方式:GET
2020-01-27 16:44:05.829 [http-nio-8002-exec-10] INFO  com.lpc.aspect.LogAspectService - ########请求类方法:List com.lpc.serviceImpl.ItemServiceImpl.selectItemsByIds(List)
2020-01-27 16:44:05.829 [http-nio-8002-exec-10] INFO  com.lpc.aspect.LogAspectService - ########请求类方法参数:[[2]]
2020-01-27 16:44:05.829 [http-nio-8002-exec-10] INFO  com.lpc.aspect.LogAspectService - ====================请求内容===================
2020-01-27 16:44:05.830 [http-nio-8002-exec-10] INFO  com.lpc.aspect.LogAspectService - ====================返回内容===================
2020-01-27 16:44:05.831 [http-nio-8002-exec-10] INFO  com.lpc.aspect.LogAspectService - #########Response内容:[{"createdTime":1577191530000,"id":2,"image":"https://2f.zol-img.com.cn/product/194_320x240/443/ceKE5MHu5GU9M.jpg","num":10000,"price":1999,"status":1,"title":"荣耀10青春版","updatedTime":1577191532000}]
2020-01-27 16:44:05.831 [http-nio-8002-exec-10] INFO  com.lpc.aspect.LogAspectService - ====================返回内容==================
2020-01-27 16:44:05.836 [http-nio-8004-exec-7] INFO  com.lpc.aspect.LogAspectService - ===================请求内容====================
2020-01-27 16:44:05.836 [http-nio-8004-exec-7] INFO  com.lpc.aspect.LogAspectService - ########请求地址:http://linpengcheng:8004/order/getItemsIdByOrderId
2020-01-27 16:44:05.836 [http-nio-8004-exec-7] INFO  com.lpc.aspect.LogAspectService - ########请求方式:GET
2020-01-27 16:44:05.836 [http-nio-8004-exec-7] INFO  com.lpc.aspect.LogAspectService - ########请求类方法:List com.lpc.serviceImpl.OrderServiceImpl.getItemsIdByOrderId(Long)
2020-01-27 16:44:05.836 [http-nio-8004-exec-7] INFO  com.lpc.aspect.LogAspectService - ########请求类方法参数:[20200029]
2020-01-27 16:44:05.836 [http-nio-8004-exec-7] INFO  com.lpc.aspect.LogAspectService - ====================请求内容===================
2020-01-27 16:44:05.837 [http-nio-8004-exec-7] INFO  com.lpc.aspect.LogAspectService - ====================返回内容===================
2020-01-27 16:44:05.837 [http-nio-8004-exec-7] INFO  com.lpc.aspect.LogAspectService - #########Response内容:[2]
2020-01-27 16:44:05.837 [http-nio-8004-exec-7] INFO  com.lpc.aspect.LogAspectService - ====================返回内容==================
2020-01-27 16:44:05.840 [http-nio-8004-exec-8] INFO  com.lpc.aspect.LogAspectService - ===================请求内容====================
2020-01-27 16:44:05.841 [http-nio-8004-exec-8] INFO  com.lpc.aspect.LogAspectService - ########请求地址:http://linpengcheng:8004/order/getShoppingnum
2020-01-27 16:44:05.841 [http-nio-8004-exec-8] INFO  com.lpc.aspect.LogAspectService - ########请求方式:GET
2020-01-27 16:44:05.841 [http-nio-8004-exec-8] INFO  com.lpc.aspect.LogAspectService - ########请求类方法:List com.lpc.serviceImpl.OrderServiceImpl.getShoppingnum(Long)
2020-01-27 16:44:05.841 [http-nio-8004-exec-8] INFO  com.lpc.aspect.LogAspectService - ########请求类方法参数:[20200029]
2020-01-27 16:44:05.841 [http-nio-8004-exec-8] INFO  com.lpc.aspect.LogAspectService - ====================请求内容===================
2020-01-27 16:44:05.842 [http-nio-8004-exec-8] INFO  com.lpc.aspect.LogAspectService - ====================返回内容===================
2020-01-27 16:44:05.842 [http-nio-8004-exec-8] INFO  com.lpc.aspect.LogAspectService - #########Response内容:[1]
2020-01-27 16:44:05.842 [http-nio-8004-exec-8] INFO  com.lpc.aspect.LogAspectService - ====================返回内容==================
2020-01-27 16:44:05.846 [http-nio-8004-exec-9] INFO  com.lpc.aspect.LogAspectService - ===================请求内容====================
2020-01-27 16:44:05.847 [http-nio-8004-exec-9] INFO  com.lpc.aspect.LogAspectService - ########请求地址:http://linpengcheng:8004/order/getOrderStatus
2020-01-27 16:44:05.847 [http-nio-8004-exec-9] INFO  com.lpc.aspect.LogAspectService - ########请求方式:GET
2020-01-27 16:44:05.847 [http-nio-8004-exec-9] INFO  com.lpc.aspect.LogAspectService - ########请求类方法:Byte com.lpc.serviceImpl.OrderServiceImpl.getOrderStatus(Long)
2020-01-27 16:44:05.847 [http-nio-8004-exec-9] INFO  com.lpc.aspect.LogAspectService - ########请求类方法参数:[20200029]
2020-01-27 16:44:05.847 [http-nio-8004-exec-9] INFO  com.lpc.aspect.LogAspectService - ====================请求内容===================
2020-01-27 16:44:05.848 [http-nio-8004-exec-9] INFO  com.lpc.aspect.LogAspectService - ====================返回内容===================
2020-01-27 16:44:05.848 [http-nio-8004-exec-9] INFO  com.lpc.aspect.LogAspectService - #########Response内容:2
2020-01-27 16:44:05.848 [http-nio-8004-exec-9] INFO  com.lpc.aspect.LogAspectService - ====================返回内容==================
2020-01-27 16:44:05.871 [http-nio-8002-exec-1] INFO  com.lpc.aspect.LogAspectService - ===================请求内容====================
2020-01-27 16:44:05.872 [http-nio-8002-exec-1] INFO  com.lpc.aspect.LogAspectService - ########请求地址:http://linpengcheng:8002/commodity/selectItemsByIds
2020-01-27 16:44:05.872 [http-nio-8002-exec-1] INFO  com.lpc.aspect.LogAspectService - ########请求方式:GET
2020-01-27 16:44:05.872 [http-nio-8002-exec-1] INFO  com.lpc.aspect.LogAspectService - ########请求类方法:List com.lpc.serviceImpl.ItemServiceImpl.selectItemsByIds(List)
2020-01-27 16:44:05.872 [http-nio-8002-exec-1] INFO  com.lpc.aspect.LogAspectService - ########请求类方法参数:[[2]]
2020-01-27 16:44:05.872 [http-nio-8002-exec-1] INFO  com.lpc.aspect.LogAspectService - ====================请求内容===================
2020-01-27 16:44:05.873 [http-nio-8002-exec-1] INFO  com.lpc.aspect.LogAspectService - ====================返回内容===================
2020-01-27 16:44:05.873 [http-nio-8002-exec-1] INFO  com.lpc.aspect.LogAspectService - #########Response内容:[{"createdTime":1577191530000,"id":2,"image":"https://2f.zol-img.com.cn/product/194_320x240/443/ceKE5MHu5GU9M.jpg","num":10000,"price":1999,"status":1,"title":"荣耀10青春版","updatedTime":1577191532000}]
2020-01-27 16:44:05.873 [http-nio-8002-exec-1] INFO  com.lpc.aspect.LogAspectService - ====================返回内容==================
2020-01-27 16:44:05.877 [http-nio-8004-exec-10] INFO  com.lpc.aspect.LogAspectService - ===================请求内容====================
2020-01-27 16:44:05.877 [http-nio-8004-exec-10] INFO  com.lpc.aspect.LogAspectService - ########请求地址:http://linpengcheng:8004/order/getItemsIdByOrderId
2020-01-27 16:44:05.877 [http-nio-8004-exec-10] INFO  com.lpc.aspect.LogAspectService - ########请求方式:GET
2020-01-27 16:44:05.877 [http-nio-8004-exec-10] INFO  com.lpc.aspect.LogAspectService - ########请求类方法:List com.lpc.serviceImpl.OrderServiceImpl.getItemsIdByOrderId(Long)
2020-01-27 16:44:05.877 [http-nio-8004-exec-10] INFO  com.lpc.aspect.LogAspectService - ########请求类方法参数:[20200030]
2020-01-27 16:44:05.877 [http-nio-8004-exec-10] INFO  com.lpc.aspect.LogAspectService - ====================请求内容===================
2020-01-27 16:44:05.878 [http-nio-8004-exec-10] INFO  com.lpc.aspect.LogAspectService - ====================返回内容===================
2020-01-27 16:44:05.878 [http-nio-8004-exec-10] INFO  com.lpc.aspect.LogAspectService - #########Response内容:[2]
2020-01-27 16:44:05.878 [http-nio-8004-exec-10] INFO  com.lpc.aspect.LogAspectService - ====================返回内容==================
2020-01-27 16:44:05.882 [http-nio-8004-exec-2] INFO  com.lpc.aspect.LogAspectService - ===================请求内容====================
2020-01-27 16:44:05.882 [http-nio-8004-exec-2] INFO  com.lpc.aspect.LogAspectService - ########请求地址:http://linpengcheng:8004/order/getShoppingnum
2020-01-27 16:44:05.883 [http-nio-8004-exec-2] INFO  com.lpc.aspect.LogAspectService - ########请求方式:GET
2020-01-27 16:44:05.883 [http-nio-8004-exec-2] INFO  com.lpc.aspect.LogAspectService - ########请求类方法:List com.lpc.serviceImpl.OrderServiceImpl.getShoppingnum(Long)
2020-01-27 16:44:05.883 [http-nio-8004-exec-2] INFO  com.lpc.aspect.LogAspectService - ########请求类方法参数:[20200030]
2020-01-27 16:44:05.883 [http-nio-8004-exec-2] INFO  com.lpc.aspect.LogAspectService - ====================请求内容===================
2020-01-27 16:44:05.885 [http-nio-8004-exec-2] INFO  com.lpc.aspect.LogAspectService - ====================返回内容===================
2020-01-27 16:44:05.885 [http-nio-8004-exec-2] INFO  com.lpc.aspect.LogAspectService - #########Response内容:[1]
2020-01-27 16:44:05.885 [http-nio-8004-exec-2] INFO  com.lpc.aspect.LogAspectService - ====================返回内容==================
2020-01-27 16:44:05.888 [http-nio-8004-exec-1] INFO  com.lpc.aspect.LogAspectService - ===================请求内容====================
2020-01-27 16:44:05.888 [http-nio-8004-exec-1] INFO  com.lpc.aspect.LogAspectService - ########请求地址:http://linpengcheng:8004/order/getOrderStatus
2020-01-27 16:44:05.888 [http-nio-8004-exec-1] INFO  com.lpc.aspect.LogAspectService - ########请求方式:GET
2020-01-27 16:44:05.888 [http-nio-8004-exec-1] INFO  com.lpc.aspect.LogAspectService - ########请求类方法:Byte com.lpc.serviceImpl.OrderServiceImpl.getOrderStatus(Long)
2020-01-27 16:44:05.888 [http-nio-8004-exec-1] INFO  com.lpc.aspect.LogAspectService - ########请求类方法参数:[20200030]
2020-01-27 16:44:05.919 [http-nio-8004-exec-1] INFO  com.lpc.aspect.LogAspectService - ====================请求内容===================
2020-01-27 16:44:05.920 [http-nio-8004-exec-1] INFO  com.lpc.aspect.LogAspectService - ====================返回内容===================
2020-01-27 16:44:05.921 [http-nio-8004-exec-1] INFO  com.lpc.aspect.LogAspectService - #########Response内容:2
2020-01-27 16:44:05.921 [http-nio-8004-exec-1] INFO  com.lpc.aspect.LogAspectService - ====================返回内容==================
2020-01-27 16:44:05.939 [http-nio-8002-exec-2] INFO  com.lpc.aspect.LogAspectService - ===================请求内容====================
2020-01-27 16:44:05.939 [http-nio-8002-exec-2] INFO  com.lpc.aspect.LogAspectService - ########请求地址:http://linpengcheng:8002/commodity/selectItemsByIds
2020-01-27 16:44:05.939 [http-nio-8002-exec-2] INFO  com.lpc.aspect.LogAspectService - ########请求方式:GET
2020-01-27 16:44:05.939 [http-nio-8002-exec-2] INFO  com.lpc.aspect.LogAspectService - ########请求类方法:List com.lpc.serviceImpl.ItemServiceImpl.selectItemsByIds(List)
2020-01-27 16:44:05.939 [http-nio-8002-exec-2] INFO  com.lpc.aspect.LogAspectService - ########请求类方法参数:[[2]]
2020-01-27 16:44:05.939 [http-nio-8002-exec-2] INFO  com.lpc.aspect.LogAspectService - ====================请求内容===================
2020-01-27 16:44:05.940 [http-nio-8002-exec-2] INFO  com.lpc.aspect.LogAspectService - ====================返回内容===================
2020-01-27 16:44:05.940 [http-nio-8002-exec-2] INFO  com.lpc.aspect.LogAspectService - #########Response内容:[{"createdTime":1577191530000,"id":2,"image":"https://2f.zol-img.com.cn/product/194_320x240/443/ceKE5MHu5GU9M.jpg","num":10000,"price":1999,"status":1,"title":"荣耀10青春版","updatedTime":1577191532000}]
2020-01-27 16:44:05.940 [http-nio-8002-exec-2] INFO  com.lpc.aspect.LogAspectService - ====================返回内容==================
2020-01-27 16:44:08.156 [http-nio-8002-exec-3] INFO  com.lpc.aspect.LogAspectService - ===================请求内容====================
2020-01-27 16:44:08.156 [http-nio-8002-exec-3] INFO  com.lpc.aspect.LogAspectService - ########请求地址:http://linpengcheng:8002/commodity/getAllItems
2020-01-27 16:44:08.156 [http-nio-8002-exec-3] INFO  com.lpc.aspect.LogAspectService - ########请求方式:GET
2020-01-27 16:44:08.156 [http-nio-8002-exec-3] INFO  com.lpc.aspect.LogAspectService - ########请求类方法:Map com.lpc.serviceImpl.ItemServiceImpl.getAllItems()
2020-01-27 16:44:08.156 [http-nio-8002-exec-3] INFO  com.lpc.aspect.LogAspectService - ########请求类方法参数:[]
2020-01-27 16:44:08.156 [http-nio-8002-exec-3] INFO  com.lpc.aspect.LogAspectService - ====================请求内容===================
2020-01-27 16:44:08.161 [http-nio-8002-exec-3] INFO  com.lpc.aspect.LogAspectService - ====================返回内容===================
2020-01-27 16:44:08.161 [http-nio-8002-exec-3] INFO  com.lpc.aspect.LogAspectService - #########Response内容:{"msg":"success","code":200,"data":{"iPhone系列":[{"createdTime":1577195201000,"id":3,"image":"https://img12.360buyimg.com/n7/jfs/t1/43673/34/15314/531309/5d81f35dEda38e8fe/a68d81e20b31354c.png","num":5000,"price":8788,"status":1,"title":"iPhone11Pro Max","updatedTime":1577195203000},{"createdTime":1577154932000,"id":4,"image":"https://img1.360buyimg.com/n6/jfs/t1/74879/13/13367/592262/5dac1798E2b8fb442/d98ace2a5139a00c.jpg","num":5000,"price":8999,"status":1,"title":"iPhoneXs","updatedTime":1577154934000},{"createdTime":1578224598000,"id":5,"image":"https://img13.360buyimg.com/n7/jfs/t1/27657/6/9504/96146/5c7f9e6dE433724e7/dbe911c7765f5877.jpg","num":5000,"price":699,"status":1,"title":"iphone6S","updatedTime":1578224600000}],"华为荣耀系列":[{"createdTime":1577154441000,"id":1,"image":"https://2b.zol-img.com.cn/product/192_320x240/883/ceIooc7zVhQQw.jpg","num":10000,"price":3999,"status":1,"title":"华为荣耀8X","updatedTime":1577154443000},{"createdTime":1577191530000,"id":2,"image":"https://2f.zol-img.com.cn/product/194_320x240/443/ceKE5MHu5GU9M.jpg","num":10000,"price":1999,"status":1,"title":"荣耀10青春版","updatedTime":1577191532000}]}}
2020-01-27 16:44:08.187 [http-nio-8002-exec-3] INFO  com.lpc.aspect.LogAspectService - ====================返回内容==================
2020-01-27 16:44:47.888 [http-nio-8000-exec-4] INFO  com.lpc.aspect.LogAspectService - ===================请求内容====================
2020-01-27 16:44:47.888 [http-nio-8000-exec-4] INFO  com.lpc.aspect.LogAspectService - ########请求地址:http://linpengcheng:8000/member/getUserInfo
2020-01-27 16:44:47.888 [http-nio-8000-exec-4] INFO  com.lpc.aspect.LogAspectService - ########请求方式:POST
2020-01-27 16:44:47.888 [http-nio-8000-exec-4] INFO  com.lpc.aspect.LogAspectService - ########请求类方法:Map com.lpc.serviceImpl.UserServiceImpl.getUserInfo(String)
2020-01-27 16:44:47.888 [http-nio-8000-exec-4] INFO  com.lpc.aspect.LogAspectService - ########请求类方法参数:[d299786c-0395-4c25-9b35-36cfa0a31286]
2020-01-27 16:44:47.888 [http-nio-8000-exec-4] INFO  com.lpc.aspect.LogAspectService - ====================请求内容===================
2020-01-27 16:44:47.903 [http-nio-8000-exec-4] INFO  com.lpc.aspect.LogAspectService - ====================返回内容===================
2020-01-27 16:44:47.903 [http-nio-8000-exec-4] INFO  com.lpc.aspect.LogAspectService - #########Response内容:{"msg":"success","code":200,"data":{"createdTime":1580046883000,"email":"17685748159@163.com","id":69,"password":"","phone":"17685748159","updatedTime":1580114372000,"username":"林鹏程"}}
2020-01-27 16:44:47.903 [http-nio-8000-exec-4] INFO  com.lpc.aspect.LogAspectService - ====================返回内容==================
2020-01-27 16:44:47.909 [http-nio-8004-exec-4] INFO  com.lpc.aspect.LogAspectService - ===================请求内容====================
2020-01-27 16:44:47.909 [http-nio-8004-exec-4] INFO  com.lpc.aspect.LogAspectService - ########请求地址:http://linpengcheng:8004/order/selectUserOrderCount
2020-01-27 16:44:47.909 [http-nio-8004-exec-4] INFO  com.lpc.aspect.LogAspectService - ########请求方式:GET
2020-01-27 16:44:47.909 [http-nio-8004-exec-4] INFO  com.lpc.aspect.LogAspectService - ########请求类方法:Integer com.lpc.serviceImpl.OrderServiceImpl.selectUserOrderCount(Long)
2020-01-27 16:44:47.909 [http-nio-8004-exec-4] INFO  com.lpc.aspect.LogAspectService - ########请求类方法参数:[69]
2020-01-27 16:44:47.909 [http-nio-8004-exec-4] INFO  com.lpc.aspect.LogAspectService - ====================请求内容===================
2020-01-27 16:44:47.911 [http-nio-8004-exec-4] INFO  com.lpc.aspect.LogAspectService - ====================返回内容===================
2020-01-27 16:44:47.911 [http-nio-8004-exec-4] INFO  com.lpc.aspect.LogAspectService - #########Response内容:3
2020-01-27 16:44:47.911 [http-nio-8004-exec-4] INFO  com.lpc.aspect.LogAspectService - ====================返回内容==================
2020-01-27 16:44:47.950 [http-nio-8003-exec-7] INFO  com.lpc.aspect.LogAspectService - ===================请求内容====================
2020-01-27 16:44:47.950 [http-nio-8003-exec-7] INFO  com.lpc.aspect.LogAspectService - ########请求地址:http://linpengcheng:8003/cart/selectUserCartCount
2020-01-27 16:44:47.950 [http-nio-8003-exec-7] INFO  com.lpc.aspect.LogAspectService - ########请求方式:GET
2020-01-27 16:44:47.950 [http-nio-8003-exec-7] INFO  com.lpc.aspect.LogAspectService - ########请求类方法:Integer com.lpc.serviceImpl.CartServiceImpl.selectUserCartCount(Long)
2020-01-27 16:44:47.950 [http-nio-8003-exec-7] INFO  com.lpc.aspect.LogAspectService - ########请求类方法参数:[69]
2020-01-27 16:44:47.950 [http-nio-8003-exec-7] INFO  com.lpc.aspect.LogAspectService - ====================请求内容===================
2020-01-27 16:44:47.953 [http-nio-8003-exec-7] INFO  com.lpc.aspect.LogAspectService - ====================返回内容===================
2020-01-27 16:44:47.953 [http-nio-8003-exec-7] INFO  com.lpc.aspect.LogAspectService - #########Response内容:2
2020-01-27 16:44:47.953 [http-nio-8003-exec-7] INFO  com.lpc.aspect.LogAspectService - ====================返回内容==================
2020-01-27 16:44:49.153 [http-nio-8000-exec-3] INFO  com.lpc.aspect.LogAspectService - ===================请求内容====================
2020-01-27 16:44:49.153 [http-nio-8000-exec-3] INFO  com.lpc.aspect.LogAspectService - ########请求地址:http://linpengcheng:8000/member/getUserInfo
2020-01-27 16:44:49.153 [http-nio-8000-exec-3] INFO  com.lpc.aspect.LogAspectService - ########请求方式:POST
2020-01-27 16:44:49.153 [http-nio-8000-exec-3] INFO  com.lpc.aspect.LogAspectService - ########请求类方法:Map com.lpc.serviceImpl.UserServiceImpl.getUserInfo(String)
2020-01-27 16:44:49.153 [http-nio-8000-exec-3] INFO  com.lpc.aspect.LogAspectService - ########请求类方法参数:[d299786c-0395-4c25-9b35-36cfa0a31286]
2020-01-27 16:44:49.153 [http-nio-8000-exec-3] INFO  com.lpc.aspect.LogAspectService - ====================请求内容===================
2020-01-27 16:44:49.188 [http-nio-8000-exec-3] INFO  com.lpc.aspect.LogAspectService - ====================返回内容===================
2020-01-27 16:44:49.189 [http-nio-8000-exec-3] INFO  com.lpc.aspect.LogAspectService - #########Response内容:{"msg":"success","code":200,"data":{"createdTime":1580046883000,"email":"17685748159@163.com","id":69,"password":"","phone":"17685748159","updatedTime":1580114372000,"username":"林鹏程"}}
2020-01-27 16:44:49.189 [http-nio-8000-exec-3] INFO  com.lpc.aspect.LogAspectService - ====================返回内容==================
2020-01-27 16:44:49.226 [http-nio-8004-exec-5] INFO  com.lpc.aspect.LogAspectService - ===================请求内容====================
2020-01-27 16:44:49.227 [http-nio-8004-exec-5] INFO  com.lpc.aspect.LogAspectService - ########请求地址:http://linpengcheng:8004/order/selectUserAllOrder
2020-01-27 16:44:49.227 [http-nio-8004-exec-5] INFO  com.lpc.aspect.LogAspectService - ########请求方式:GET
2020-01-27 16:44:49.227 [http-nio-8004-exec-5] INFO  com.lpc.aspect.LogAspectService - ########请求类方法:List com.lpc.serviceImpl.OrderServiceImpl.selectUserAllOrder(Long)
2020-01-27 16:44:49.227 [http-nio-8004-exec-5] INFO  com.lpc.aspect.LogAspectService - ########请求类方法参数:[69]
2020-01-27 16:44:49.227 [http-nio-8004-exec-5] INFO  com.lpc.aspect.LogAspectService - ====================请求内容===================
2020-01-27 16:44:49.230 [http-nio-8004-exec-5] INFO  com.lpc.aspect.LogAspectService - ====================返回内容===================
2020-01-27 16:44:49.231 [http-nio-8004-exec-5] INFO  com.lpc.aspect.LogAspectService - #########Response内容:[{"amount":1999.0,"createdTime":1580047172000,"id":20200029,"status":2,"updatedTime":1580048400000,"userId":69},{"amount":1999.0,"createdTime":1580048205000,"id":20200030,"status":2,"updatedTime":1580049600000,"userId":69},{"amount":1999.0,"createdTime":1580114490000,"id":20200031,"status":0,"updatedTime":1580114490000,"userId":69}]
2020-01-27 16:44:49.231 [http-nio-8004-exec-5] INFO  com.lpc.aspect.LogAspectService - ====================返回内容==================
2020-01-27 16:44:49.236 [http-nio-8004-exec-6] INFO  com.lpc.aspect.LogAspectService - ===================请求内容====================
2020-01-27 16:44:49.236 [http-nio-8004-exec-6] INFO  com.lpc.aspect.LogAspectService - ########请求地址:http://linpengcheng:8004/order/getItemsIdByOrderId
2020-01-27 16:44:49.237 [http-nio-8004-exec-6] INFO  com.lpc.aspect.LogAspectService - ########请求方式:GET
2020-01-27 16:44:49.237 [http-nio-8004-exec-6] INFO  com.lpc.aspect.LogAspectService - ########请求类方法:List com.lpc.serviceImpl.OrderServiceImpl.getItemsIdByOrderId(Long)
2020-01-27 16:44:49.237 [http-nio-8004-exec-6] INFO  com.lpc.aspect.LogAspectService - ########请求类方法参数:[20200031]
2020-01-27 16:44:49.237 [http-nio-8004-exec-6] INFO  com.lpc.aspect.LogAspectService - ====================请求内容===================
2020-01-27 16:44:49.271 [http-nio-8004-exec-6] INFO  com.lpc.aspect.LogAspectService - ====================返回内容===================
2020-01-27 16:44:49.272 [http-nio-8004-exec-6] INFO  com.lpc.aspect.LogAspectService - #########Response内容:[2]
2020-01-27 16:44:49.272 [http-nio-8004-exec-6] INFO  com.lpc.aspect.LogAspectService - ====================返回内容==================
2020-01-27 16:44:49.277 [http-nio-8004-exec-7] INFO  com.lpc.aspect.LogAspectService - ===================请求内容====================
2020-01-27 16:44:49.277 [http-nio-8004-exec-7] INFO  com.lpc.aspect.LogAspectService - ########请求地址:http://linpengcheng:8004/order/getShoppingnum
2020-01-27 16:44:49.277 [http-nio-8004-exec-7] INFO  com.lpc.aspect.LogAspectService - ########请求方式:GET
2020-01-27 16:44:49.277 [http-nio-8004-exec-7] INFO  com.lpc.aspect.LogAspectService - ########请求类方法:List com.lpc.serviceImpl.OrderServiceImpl.getShoppingnum(Long)
2020-01-27 16:44:49.277 [http-nio-8004-exec-7] INFO  com.lpc.aspect.LogAspectService - ########请求类方法参数:[20200031]
2020-01-27 16:44:49.277 [http-nio-8004-exec-7] INFO  com.lpc.aspect.LogAspectService - ====================请求内容===================
2020-01-27 16:44:49.280 [http-nio-8004-exec-7] INFO  com.lpc.aspect.LogAspectService - ====================返回内容===================
2020-01-27 16:44:49.280 [http-nio-8004-exec-7] INFO  com.lpc.aspect.LogAspectService - #########Response内容:[1]
2020-01-27 16:44:49.280 [http-nio-8004-exec-7] INFO  com.lpc.aspect.LogAspectService - ====================返回内容==================
2020-01-27 16:44:49.285 [http-nio-8004-exec-8] INFO  com.lpc.aspect.LogAspectService - ===================请求内容====================
2020-01-27 16:44:49.286 [http-nio-8004-exec-8] INFO  com.lpc.aspect.LogAspectService - ########请求地址:http://linpengcheng:8004/order/getOrderStatus
2020-01-27 16:44:49.286 [http-nio-8004-exec-8] INFO  com.lpc.aspect.LogAspectService - ########请求方式:GET
2020-01-27 16:44:49.286 [http-nio-8004-exec-8] INFO  com.lpc.aspect.LogAspectService - ########请求类方法:Byte com.lpc.serviceImpl.OrderServiceImpl.getOrderStatus(Long)
2020-01-27 16:44:49.286 [http-nio-8004-exec-8] INFO  com.lpc.aspect.LogAspectService - ########请求类方法参数:[20200031]
2020-01-27 16:44:49.286 [http-nio-8004-exec-8] INFO  com.lpc.aspect.LogAspectService - ====================请求内容===================
2020-01-27 16:44:49.288 [http-nio-8004-exec-8] INFO  com.lpc.aspect.LogAspectService - ====================返回内容===================
2020-01-27 16:44:49.288 [http-nio-8004-exec-8] INFO  com.lpc.aspect.LogAspectService - #########Response内容:0
2020-01-27 16:44:49.288 [http-nio-8004-exec-8] INFO  com.lpc.aspect.LogAspectService - ====================返回内容==================
2020-01-27 16:44:49.324 [http-nio-8002-exec-5] INFO  com.lpc.aspect.LogAspectService - ===================请求内容====================
2020-01-27 16:44:49.329 [http-nio-8002-exec-5] INFO  com.lpc.aspect.LogAspectService - ########请求地址:http://linpengcheng:8002/commodity/selectItemsByIds
2020-01-27 16:44:49.329 [http-nio-8002-exec-5] INFO  com.lpc.aspect.LogAspectService - ########请求方式:GET
2020-01-27 16:44:49.329 [http-nio-8002-exec-5] INFO  com.lpc.aspect.LogAspectService - ########请求类方法:List com.lpc.serviceImpl.ItemServiceImpl.selectItemsByIds(List)
2020-01-27 16:44:49.329 [http-nio-8002-exec-5] INFO  com.lpc.aspect.LogAspectService - ########请求类方法参数:[[2]]
2020-01-27 16:44:49.329 [http-nio-8002-exec-5] INFO  com.lpc.aspect.LogAspectService - ====================请求内容===================
2020-01-27 16:44:49.338 [http-nio-8002-exec-5] INFO  com.lpc.aspect.LogAspectService - ====================返回内容===================
2020-01-27 16:44:49.338 [http-nio-8002-exec-5] INFO  com.lpc.aspect.LogAspectService - #########Response内容:[{"createdTime":1577191530000,"id":2,"image":"https://2f.zol-img.com.cn/product/194_320x240/443/ceKE5MHu5GU9M.jpg","num":10000,"price":1999,"status":1,"title":"荣耀10青春版","updatedTime":1577191532000}]
2020-01-27 16:44:49.338 [http-nio-8002-exec-5] INFO  com.lpc.aspect.LogAspectService - ====================返回内容==================
2020-01-27 16:44:49.411 [http-nio-8004-exec-9] INFO  com.lpc.aspect.LogAspectService - ===================请求内容====================
2020-01-27 16:44:49.411 [http-nio-8004-exec-9] INFO  com.lpc.aspect.LogAspectService - ########请求地址:http://linpengcheng:8004/order/getItemsIdByOrderId
2020-01-27 16:44:49.411 [http-nio-8004-exec-9] INFO  com.lpc.aspect.LogAspectService - ########请求方式:GET
2020-01-27 16:44:49.411 [http-nio-8004-exec-9] INFO  com.lpc.aspect.LogAspectService - ########请求类方法:List com.lpc.serviceImpl.OrderServiceImpl.getItemsIdByOrderId(Long)
2020-01-27 16:44:49.411 [http-nio-8004-exec-9] INFO  com.lpc.aspect.LogAspectService - ########请求类方法参数:[20200029]
2020-01-27 16:44:49.443 [http-nio-8004-exec-9] INFO  com.lpc.aspect.LogAspectService - ====================请求内容===================
2020-01-27 16:44:49.444 [http-nio-8004-exec-9] INFO  com.lpc.aspect.LogAspectService - ====================返回内容===================
2020-01-27 16:44:49.444 [http-nio-8004-exec-9] INFO  com.lpc.aspect.LogAspectService - #########Response内容:[2]
2020-01-27 16:44:49.445 [http-nio-8004-exec-9] INFO  com.lpc.aspect.LogAspectService - ====================返回内容==================
2020-01-27 16:44:49.448 [http-nio-8004-exec-10] INFO  com.lpc.aspect.LogAspectService - ===================请求内容====================
